DC	102.87640449438203	14.379347790842472
MD	102.29992348890589	14.049345793233854
DE	101.25847457627118	13.414814875449663
NY	98.46038151137198	14.431960987179407
NJ	98.23855120732723	14.08282052416068
NV	97.7799511002445	14.276656128254599
NH	97.69823434991974	13.700350887733594
CT	97.00291262135923	13.770588243041052
CA	96.83011883888564	13.792212609197065
MA	96.37579617834395	13.662266840038546
HI	95.56912442396313	13.934482740533763
VI	95.45833333333333	15.521052511114823
FL	95.38815033645166	13.93961219075424
ME	95.2612293144208	13.963858688655106
AK	94.85314685314685	14.258196719357224
VA	94.56592368719305	14.262132761268283
RI	94.18518518518519	14.099218739196658
AZ	94.17039244908098	13.689124307053238
PA	94.03299689440993	13.750916145696433
NC	93.91201201201201	14.01665221311068
